0,0.0925
1,0.3019
2,0.2861166666666667
3,0.3638166666666667
4,0.3781833333333333
5,0.28446666666666665
6,0.4466333333333333
7,0.3134166666666667
8,0.24305
9,0.36788333333333334
10,0.34325
11,0.33245
12,0.2781166666666667
13,0.3549833333333333
14,0.3937333333333333
15,0.3984333333333333
16,0.4219333333333333
17,0.13573333333333334
18,0.3415666666666667
19,0.33075
20,0.35205
21,0.3559333333333333
22,0.35191666666666666
23,0.34645
24,0.36415
25,0.3837333333333333
26,0.36091666666666666
27,0.1733
28,0.2896
29,0.32836666666666664
30,0.3124166666666667
31,0.31043333333333334
32,0.3599
33,0.2975
34,0.3327333333333333
35,0.23416666666666666
36,0.35356666666666664
37,0.3022
38,0.29818333333333336
39,0.3806833333333333
40,0.30011666666666664
41,0.35691666666666666
42,0.29955
43,0.37885
44,0.30505
45,0.3625
46,0.34121666666666667
47,0.3788166666666667
48,0.35746666666666665
49,0.4011
50,0.29961666666666664
