0,0.12478333333333333
1,0.3043666666666667
2,0.3754166666666667
3,0.34505
4,0.265
5,0.35465
6,0.31885
7,0.39693333333333336
8,0.39321666666666666
9,0.39081666666666665
10,0.3848666666666667
11,0.37415
12,0.34046666666666664
13,0.29675
14,0.38725
15,0.34225
16,0.31493333333333334
17,0.3806833333333333
18,0.3333
19,0.35635
20,0.27468333333333333
21,0.3376166666666667
22,0.32281666666666664
23,0.31138333333333335
24,0.4497833333333333
25,0.26915
26,0.24771666666666667
27,0.38315
28,0.3899666666666667
29,0.24033333333333334
30,0.2834
31,0.41395
32,0.33016666666666666
33,0.3744
34,0.31745
35,0.33103333333333335
36,0.21601666666666666
37,0.3102666666666667
38,0.2983166666666667
39,0.3027
40,0.28863333333333335
41,0.34495
42,0.2991
43,0.3061333333333333
44,0.4123833333333333
45,0.39903333333333335
46,0.263
47,0.29535
48,0.3022
49,0.31216666666666665
50,0.37395
